external_account_id,masked_account_number,bank_id,country_code,counterparty_name,counterparty_type,available_identifier_type,available_identifier_value,risk_score,first_seen_at,last_seen_at,metadata_source,data_visibility
EXT-ACC-000105,****8434,BANK-VPB-EXT,VN,DOAN VAN YEN,INDIVIDUAL,NAME_ONLY,,0.197,2025-10-03T19:00:26Z,2025-12-30T07:20:19Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000106,****9779,BANK-MBB-EXT,VN,PHAN TUAN HANH,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-05T18:28:19Z,2025-12-28T06:21:43Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000107,****9595,BANK-TCB-EXT,VN,LY SON HIEU,INDIVIDUAL,NAME_ONLY,,0.055,2025-10-03T03:24:05Z,2025-12-29T13:31:09Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000108,****5853,BANK-VCB-EXT,VN,EXTERNAL DEMO COMPANY 0117,COMPANY,REGISTRATION_NUMBER,EXT-REG-000117,0.178,2025-10-06T12:53:08Z,2025-12-29T02:01:02Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000109,****1745,BANK-TCB-EXT,VN,DOAN HUNG SON,INDIVIDUAL,NAME_ONLY,,0.055,2025-10-05T03:56:47Z,2025-12-31T14:52:26Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000110,****1200,BANK-VPB-EXT,VN,HOANG QUYNH HAI,INDIVIDUAL,NAME_ONLY,,0.197,2025-10-06T08:56:37Z,2025-12-28T22:20:44Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000111,****5136,BANK-ACB-EXT,VN,BUI LINH DUNG,INDIVIDUAL,NAME_ONLY,,0.095,2025-10-03T14:41:14Z,2025-12-30T02:31:58Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000112,****2213,BANK-ACB-EXT,VN,LE DIEP QUYNH,INDIVIDUAL,NAME_ONLY,,0.095,2025-10-03T14:02:21Z,2025-12-30T02:15:46Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000113,****5066,BANK-VCB-EXT,VN,MAI THAO GIANG,INDIVIDUAL,NAME_ONLY,,0.178,2025-10-05T22:31:19Z,2025-12-28T09:42:35Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000114,****7232,BANK-FOREIGN-JP-DEMO,JP,CAO NGA UY,INDIVIDUAL,NAME_ONLY,,0.277,2025-10-08T08:01:49Z,2025-12-30T13:19:57Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000115,****1986,BANK-ACB-EXT,VN,MAI KHOA THAO,INDIVIDUAL,NAME_ONLY,,0.095,2025-10-06T03:55:18Z,2025-12-28T16:30:49Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000116,****4404,BANK-VCB-EXT,VN,EXTERNAL DEMO COMPANY 0125,COMPANY,REGISTRATION_NUMBER,EXT-REG-000125,0.178,2025-10-06T00:34:26Z,2025-12-28T12:37:32Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000117,****2229,BANK-MBB-EXT,VN,HUYNH PHONG LINH,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-03T06:32:00Z,2025-12-29T17:21:11Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000118,****1534,BANK-ACB-EXT,VN,CAO PHUONG TAM,INDIVIDUAL,NAME_ONLY,,0.095,2025-10-03T10:15:34Z,2025-12-29T21:56:34Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000119,****5334,BANK-MBB-EXT,VN,DUONG EM NGA,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-03T04:48:20Z,2025-12-29T15:05:06Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000120,****9922,BANK-VPB-EXT,VN,PHAN KHOA HANH,INDIVIDUAL,NAME_ONLY,,0.197,2025-10-04T18:23:19Z,2025-12-31T04:43:19Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000121,****3330,BANK-TCB-EXT,VN,EXTERNAL DEMO COMPANY 0130,COMPANY,REGISTRATION_NUMBER,EXT-REG-000130,0.055,2025-10-05T20:57:21Z,2025-12-28T08:11:52Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000122,****5728,BANK-FOREIGN-CN-DEMO,CN,EXTERNAL DEMO COMPANY 0131,COMPANY,REGISTRATION_NUMBER,EXT-REG-000131,0.418,2025-10-07T09:21:03Z,2025-12-29T15:21:18Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000123,****9847,BANK-ACB-EXT,VN,HO SON TRANG,INDIVIDUAL,NAME_ONLY,,0.095,2025-10-03T07:01:10Z,2025-12-29T17:47:06Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000124,****5102,BANK-VCB-EXT,VN,NGO TUAN KIET,INDIVIDUAL,NAME_ONLY,,0.178,2025-10-04T20:42:38Z,2025-12-31T08:04:12Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000125,****1339,BANK-FOREIGN-CN-DEMO,CN,EXTERNAL DEMO COMPANY 0134,COMPANY,REGISTRATION_NUMBER,EXT-REG-000134,0.418,2025-10-07T14:45:03Z,2025-12-29T18:42:10Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000126,****8245,BANK-MBB-EXT,VN,HUYNH PHUONG UY,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-04T18:03:52Z,2025-12-31T04:20:39Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000127,****8141,BANK-TCB-EXT,VN,EXTERNAL DEMO COMPANY 0136,COMPANY,REGISTRATION_NUMBER,EXT-REG-000136,0.055,2025-10-03T17:58:52Z,2025-12-30T05:43:07Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000128,****8700,BANK-ACB-EXT,VN,EXTERNAL DEMO COMPANY 0137,COMPANY,REGISTRATION_NUMBER,EXT-REG-000137,0.095,2025-10-05T00:48:52Z,2025-12-31T12:23:24Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000129,****7744,BANK-MBB-EXT,VN,PHAM LAN VAN,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-04T23:37:35Z,2025-12-31T10:42:57Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000130,****8451,BANK-MBB-EXT,VN,HO XUAN CHI,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-03T04:35:22Z,2025-12-29T14:48:54Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000131,****9889,BANK-FOREIGN-US-DEMO,US,HO TRANG AN,INDIVIDUAL,NAME_ONLY,,0.176,2025-10-08T00:44:26Z,2025-12-30T04:09:10Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000132,****8242,BANK-VCB-EXT,VN,DO NHI QUYNH,INDIVIDUAL,NAME_ONLY,,0.178,2025-10-05T17:39:43Z,2025-12-28T05:49:19Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000133,****8941,BANK-TCB-EXT,VN,HOANG TAM MY,INDIVIDUAL,NAME_ONLY,,0.055,2025-10-06T11:38:37Z,2025-12-29T00:40:03Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000134,****3594,BANK-VPB-EXT,VN,EXTERNAL DEMO COMPANY 0143,COMPANY,REGISTRATION_NUMBER,EXT-REG-000143,0.197,2025-10-03T13:17:00Z,2025-12-30T01:53:05Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000135,****8560,BANK-VCB-EXT,VN,LE NGA HANH,INDIVIDUAL,NAME_ONLY,,0.178,2025-10-03T05:11:00Z,2025-12-29T15:24:32Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000136,****7807,BANK-TCB-EXT,VN,DANG TRANG SON,INDIVIDUAL,NAME_ONLY,,0.055,2025-10-03T23:32:35Z,2025-12-30T11:13:35Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000137,****4122,BANK-ACB-EXT,VN,DOAN KHANH CUONG,INDIVIDUAL,NAME_ONLY,,0.095,2025-10-05T17:52:41Z,2025-12-28T05:59:02Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000138,****3236,BANK-VPB-EXT,VN,EXTERNAL DEMO COMPANY 0147,COMPANY,REGISTRATION_NUMBER,EXT-REG-000147,0.197,2025-10-03T07:40:03Z,2025-12-29T18:35:42Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000139,****7798,BANK-MBB-EXT,VN,EXTERNAL DEMO COMPANY 0148,COMPANY,REGISTRATION_NUMBER,EXT-REG-000148,0.105,2025-10-04T21:31:14Z,2025-12-31T08:52:48Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000140,****9022,BANK-VPB-EXT,VN,NGUYEN TAM THAO,INDIVIDUAL,NAME_ONLY,,0.197,2025-10-05T20:15:14Z,2025-12-28T07:42:42Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000141,****9903,BANK-ACB-EXT,VN,DO VAN XUAN,INDIVIDUAL,NAME_ONLY,,0.095,2025-10-04T18:33:02Z,2025-12-31T04:49:48Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000142,****4912,BANK-MBB-EXT,VN,EXTERNAL DEMO COMPANY 0151,COMPANY,REGISTRATION_NUMBER,EXT-REG-000151,0.105,2025-10-06T01:39:13Z,2025-12-28T13:58:32Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000143,****7730,BANK-TCB-EXT,VN,EXTERNAL DEMO COMPANY 0152,COMPANY,REGISTRATION_NUMBER,EXT-REG-000152,0.055,2025-10-06T06:50:15Z,2025-12-28T19:45:13Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000144,****9115,BANK-FOREIGN-DE-DEMO,DE,HO CUONG KHANH,INDIVIDUAL,NAME_ONLY,,0.216,2025-10-06T19:28:24Z,2025-12-28T23:15:48Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000145,****8213,BANK-TCB-EXT,VN,MAI VAN HAI,INDIVIDUAL,NAME_ONLY,,0.055,2025-10-04T22:26:18Z,2025-12-31T09:38:09Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000146,****2225,BANK-FOREIGN-JP-DEMO,JP,HOANG HOA KHANH,INDIVIDUAL,NAME_ONLY,,0.277,2025-10-05T21:20:02Z,2025-12-27T21:30:22Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000147,****9742,BANK-MBB-EXT,VN,HO GIANG VAN,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-05T14:35:02Z,2025-12-28T02:25:12Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000148,****2121,BANK-MBB-EXT,VN,LY VIET CHI,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-05T00:13:13Z,2025-12-31T11:38:02Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000149,****2480,BANK-MBB-EXT,VN,EXTERNAL DEMO COMPANY 0158,COMPANY,REGISTRATION_NUMBER,EXT-REG-000158,0.105,2025-10-06T08:53:22Z,2025-12-28T22:17:29Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000150,****2646,BANK-VCB-EXT,VN,EXTERNAL DEMO COMPANY 0159,COMPANY,REGISTRATION_NUMBER,EXT-REG-000159,0.178,2025-10-04T21:08:33Z,2025-12-31T08:20:24Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000151,****1753,BANK-MBB-EXT,VN,EXTERNAL DEMO COMPANY 0160,COMPANY,REGISTRATION_NUMBER,EXT-REG-000160,0.105,2025-10-03T22:11:35Z,2025-12-30T10:02:19Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000152,****5000,BANK-VCB-EXT,VN,DO KHOA KHANH,INDIVIDUAL,NAME_ONLY,,0.178,2025-10-05T21:07:04Z,2025-12-28T08:24:50Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000153,****2293,BANK-VPB-EXT,VN,HUYNH LAN LINH,INDIVIDUAL,NAME_ONLY,,0.197,2025-10-05T05:24:15Z,2025-12-31T16:06:57Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000154,****3344,BANK-ACB-EXT,VN,VU QUYNH HIEU,INDIVIDUAL,NAME_ONLY,,0.095,2025-10-03T07:04:24Z,2025-12-29T18:00:03Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000155,****9955,BANK-MBB-EXT,VN,NGUYEN OANH TAM,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-04T19:08:40Z,2025-12-31T05:54:36Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000156,****5901,BANK-ACB-EXT,VN,EXTERNAL DEMO COMPANY 0165,COMPANY,REGISTRATION_NUMBER,EXT-REG-000165,0.095,2025-10-04T05:12:46Z,2025-12-30T16:50:33Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000157,****7302,BANK-ACB-EXT,VN,DUONG THAO MINH,INDIVIDUAL,NAME_ONLY,,0.095,2025-10-06T16:17:15Z,2025-12-29T05:41:21Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000158,****5847,BANK-VCB-EXT,VN,MAI YEN DAO,INDIVIDUAL,NAME_ONLY,,0.178,2025-10-03T21:16:30Z,2025-12-30T09:20:12Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000159,****1803,BANK-MBB-EXT,VN,HO SON AN,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-06T07:25:54Z,2025-12-28T20:14:22Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000160,****5689,BANK-ACB-EXT,VN,EXTERNAL DEMO COMPANY 0169,COMPANY,REGISTRATION_NUMBER,EXT-REG-000169,0.095,2025-10-06T14:33:34Z,2025-12-29T04:07:24Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000161,****5106,BANK-TCB-EXT,VN,DO NGA MINH,INDIVIDUAL,NAME_ONLY,,0.055,2025-10-03T19:19:52Z,2025-12-30T07:26:48Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000162,****1546,BANK-TCB-EXT,VN,TRAN THAO MY,INDIVIDUAL,NAME_ONLY,,0.055,2025-10-03T07:27:05Z,2025-12-29T18:13:01Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000163,****3877,BANK-TCB-EXT,VN,DANG TUAN HOA,INDIVIDUAL,NAME_ONLY,,0.055,2025-10-06T00:50:38Z,2025-12-28T12:53:44Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000164,****6994,BANK-VPB-EXT,VN,EXTERNAL DEMO COMPANY 0173,COMPANY,REGISTRATION_NUMBER,EXT-REG-000173,0.197,2025-10-03T15:39:33Z,2025-12-30T03:40:00Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000165,****5210,BANK-MBB-EXT,VN,EXTERNAL DEMO COMPANY 0174,COMPANY,REGISTRATION_NUMBER,EXT-REG-000174,0.105,2025-10-06T03:58:32Z,2025-12-28T16:40:32Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000166,****5835,BANK-ACB-EXT,VN,EXTERNAL DEMO COMPANY 0175,COMPANY,REGISTRATION_NUMBER,EXT-REG-000175,0.095,2025-10-05T19:42:50Z,2025-12-28T07:20:02Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000167,****8673,BANK-MBB-EXT,VN,EXTERNAL DEMO COMPANY 0176,COMPANY,REGISTRATION_NUMBER,EXT-REG-000176,0.105,2025-10-05T21:29:45Z,2025-12-28T08:28:04Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000168,****4696,BANK-TCB-EXT,VN,EXTERNAL DEMO COMPANY 0177,COMPANY,REGISTRATION_NUMBER,EXT-REG-000177,0.055,2025-10-03T04:12:41Z,2025-12-29T14:22:59Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000169,****6992,BANK-ACB-EXT,VN,EXTERNAL DEMO COMPANY 0178,COMPANY,REGISTRATION_NUMBER,EXT-REG-000178,0.095,2025-10-04T18:13:35Z,2025-12-31T04:30:22Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000170,****7038,BANK-FOREIGN-JP-DEMO,JP,DOAN HANH OANH,INDIVIDUAL,NAME_ONLY,,0.277,2025-10-06T18:56:00Z,2025-12-28T23:06:05Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000171,****8724,BANK-MBB-EXT,VN,DO HAI NGA,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-06T18:17:07Z,2025-12-29T07:54:11Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000172,****8606,BANK-FOREIGN-KR-DEMO,KR,CAO NGA EM,INDIVIDUAL,NAME_ONLY,,0.159,2025-10-08T07:13:13Z,2025-12-30T12:54:02Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000173,****1609,BANK-MBB-EXT,VN,PHAM HUNG CHI,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-05T13:43:12Z,2025-12-28T01:43:05Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000174,****7367,BANK-ACB-EXT,VN,VU VIET HUNG,INDIVIDUAL,NAME_ONLY,,0.095,2025-10-06T08:50:08Z,2025-12-28T22:14:15Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000175,****9017,BANK-VPB-EXT,VN,HOANG HOA HAI,INDIVIDUAL,NAME_ONLY,,0.197,2025-10-03T10:41:29Z,2025-12-29T22:25:44Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000176,****8285,BANK-MBB-EXT,VN,DO NAM MY,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-05T04:55:06Z,2025-12-31T15:31:18Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000177,****1992,BANK-MBB-EXT,VN,DO VIET YEN,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-05T11:43:20Z,2025-12-31T23:21:06Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000178,****8450,BANK-TCB-EXT,VN,EXTERNAL DEMO COMPANY 0187,COMPANY,REGISTRATION_NUMBER,EXT-REG-000187,0.055,2025-10-06T12:36:56Z,2025-12-29T01:38:22Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000179,****6464,BANK-FOREIGN-CN-DEMO,CN,CAO BINH DUNG,INDIVIDUAL,NAME_ONLY,,0.418,2025-10-03T04:54:48Z,2025-12-30T21:42:08Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000180,****4362,BANK-TCB-EXT,VN,EXTERNAL DEMO COMPANY 0189,COMPANY,REGISTRATION_NUMBER,EXT-REG-000189,0.055,2025-10-04T13:22:00Z,2025-12-31T00:01:27Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000181,****3417,BANK-FOREIGN-KR-DEMO,KR,PHAN NGA VAN,INDIVIDUAL,NAME_ONLY,,0.159,2025-10-04T14:36:31Z,2025-12-27T06:26:26Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000182,****5106,BANK-VPB-EXT,VN,HOANG HUNG VIET,INDIVIDUAL,NAME_ONLY,,0.197,2025-10-05T09:49:56Z,2025-12-31T21:17:59Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000183,****6869,BANK-VCB-EXT,VN,NGUYEN HUNG AN,INDIVIDUAL,NAME_ONLY,,0.178,2025-10-05T05:04:49Z,2025-12-31T15:37:47Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000184,****1858,BANK-TCB-EXT,VN,NGUYEN LINH QUANG,INDIVIDUAL,NAME_ONLY,,0.055,2025-10-03T15:26:36Z,2025-12-30T03:33:31Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000185,****6931,BANK-ACB-EXT,VN,LE PHUONG MY,INDIVIDUAL,NAME_ONLY,,0.095,2025-10-06T08:04:46Z,2025-12-28T21:06:12Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000186,****9543,BANK-VCB-EXT,VN,VU NHI CHI,INDIVIDUAL,NAME_ONLY,,0.178,2025-10-03T01:56:37Z,2025-12-29T10:42:40Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000187,****2768,BANK-VCB-EXT,VN,LY DIEP KHOA,INDIVIDUAL,NAME_ONLY,,0.178,2025-10-06T04:08:16Z,2025-12-28T16:43:46Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000188,****3430,BANK-ACB-EXT,VN,LE TUAN KIET,INDIVIDUAL,NAME_ONLY,,0.095,2025-10-04T21:27:59Z,2025-12-31T08:46:19Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000189,****7240,BANK-FOREIGN-US-DEMO,US,MAI XUAN TUAN,INDIVIDUAL,NAME_ONLY,,0.176,2025-10-06T10:46:46Z,2025-12-28T11:58:40Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000190,****2624,BANK-VPB-EXT,VN,TRINH KIET KHOA,INDIVIDUAL,NAME_ONLY,,0.197,2025-10-03T15:07:09Z,2025-12-30T03:07:36Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000191,****4522,BANK-VCB-EXT,VN,EXTERNAL DEMO COMPANY 0200,COMPANY,REGISTRATION_NUMBER,EXT-REG-000200,0.178,2025-10-04T01:06:32Z,2025-12-30T13:03:45Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000192,****2557,BANK-TCB-EXT,VN,DUONG DIEP HOA,INDIVIDUAL,NAME_ONLY,,0.055,2025-10-04T07:54:46Z,2025-12-30T19:48:44Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000193,****2099,BANK-MBB-EXT,VN,DO KHANH PHUONG,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-05T22:50:45Z,2025-12-28T10:05:16Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000194,****1982,BANK-FOREIGN-SG-DEMO,SG,PHAM BAO HUNG,INDIVIDUAL,NAME_ONLY,,0.353,2025-10-07T22:25:07Z,2025-12-29T23:37:00Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000195,****7929,BANK-VPB-EXT,VN,PHAM HOA YEN,INDIVIDUAL,NAME_ONLY,,0.197,2025-10-04T06:01:22Z,2025-12-30T17:32:40Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000196,****6119,BANK-VCB-EXT,VN,EXTERNAL DEMO COMPANY 0205,COMPANY,REGISTRATION_NUMBER,EXT-REG-000205,0.178,2025-10-03T01:17:44Z,2025-12-29T09:47:35Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000197,****2773,BANK-VPB-EXT,VN,HOANG PHUONG NGA,INDIVIDUAL,NAME_ONLY,,0.197,2025-10-05T21:36:14Z,2025-12-28T08:41:02Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000198,****8030,BANK-VPB-EXT,VN,VO DAO NGA,INDIVIDUAL,NAME_ONLY,,0.197,2025-10-04T18:07:07Z,2025-12-31T04:27:07Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000199,****5381,BANK-VPB-EXT,VN,DOAN BINH KIET,INDIVIDUAL,NAME_ONLY,,0.197,2025-10-06T00:24:42Z,2025-12-28T12:24:35Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000200,****1100,BANK-FOREIGN-US-DEMO,US,DANG VAN YEN,INDIVIDUAL,NAME_ONLY,,0.176,2025-10-07T13:14:20Z,2025-12-29T16:26:06Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000201,****1502,BANK-TCB-EXT,VN,HO EM KHANH,INDIVIDUAL,NAME_ONLY,,0.055,2025-10-04T15:28:21Z,2025-12-31T02:07:48Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000202,****3578,BANK-FOREIGN-KR-DEMO,KR,NGO OANH VAN,INDIVIDUAL,NAME_ONLY,,0.159,2025-10-08T09:16:20Z,2025-12-30T14:18:16Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000203,****2391,BANK-MBB-EXT,VN,EXTERNAL DEMO COMPANY 0212,COMPANY,REGISTRATION_NUMBER,EXT-REG-000212,0.105,2025-10-06T02:56:59Z,2025-12-28T15:29:15Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000204,****5458,BANK-TCB-EXT,VN,CAO DUNG GIANG,INDIVIDUAL,NAME_ONLY,,0.055,2025-10-04T15:08:55Z,2025-12-31T01:48:22Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000205,****4531,BANK-ACB-EXT,VN,DUONG HOA SON,INDIVIDUAL,NAME_ONLY,,0.095,2025-10-04T18:55:43Z,2025-12-31T05:35:10Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000206,****8972,BANK-VCB-EXT,VN,PHAM TAM HIEU,INDIVIDUAL,NAME_ONLY,,0.178,2025-10-06T15:31:53Z,2025-12-29T04:43:02Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
EXT-ACC-000207,****1125,BANK-MBB-EXT,VN,HO KIET DUNG,INDIVIDUAL,NAME_ONLY,,0.105,2025-10-04T01:25:59Z,2025-12-30T13:29:40Z,PAYMENT_MESSAGE,PAYMENT_MESSAGE_ONLY
