customer_id,full_name,date_of_birth,nationality,national_id,phone,email,address_id,occupation,annual_income,customer_risk_level,created_at
CUST-000407,Dang Kiet Nam,2001-05-23,AU,921473339290,+84987034049,dang6910@fictitious-mail.dev,ADDR-000407,Student,61645301,MEDIUM,2025-02-04T23:59:59Z
CUST-000408,Ho Phong Dao,1956-11-26,AU,914243233430,+84971977968,ho4660@mail-demo.invalid,ADDR-000408,Consultant,129575789,HIGH,2024-01-28T23:59:59Z
CUST-000409,Doan Tuan Quynh,1994-05-23,JP,926795348592,+84960184824,doan1684@mail-demo.invalid,ADDR-000409,Nurse,311166089,LOW,2025-05-29T23:59:59Z
CUST-000410,Vo Chi Hanh,1958-02-09,SG,994558979380,+84960943206,vo4423@fictitious-mail.dev,ADDR-000410,Accountant,283364501,MEDIUM,2020-05-12T23:59:59Z
CUST-000411,Ly Son Tuan,2005-05-25,VN,921645294346,+84957380159,ly9151@mail-demo.invalid,ADDR-000411,Student,30160551,LOW,2024-05-28T23:59:59Z
CUST-000412,Phan Hieu Uy,1987-05-23,JP,929994315483,+84977714375,phan1732@mail-demo.invalid,ADDR-000412,Nurse,288233345,MEDIUM,2020-11-09T23:59:59Z
CUST-000413,Duong Hai Hanh,1970-03-09,VN,972409677605,+84957238845,duong4352@mail-demo.invalid,ADDR-000413,Retail Manager,367415255,LOW,2025-07-31T23:59:59Z
CUST-000414,Phan Tam Minh,1980-05-17,AU,980839542298,+84968192155,phan1789@fictitious-mail.dev,ADDR-000414,Software Engineer,438927718,LOW,2024-09-06T23:59:59Z
CUST-000415,Ho Hai Nga,2001-08-07,VN,939144478341,+84956658526,ho4719@fictitious-mail.dev,ADDR-000415,Driver,264024720,LOW,2021-01-19T23:59:59Z
CUST-000416,Huynh Van Oanh,1964-11-16,US,911434751674,+84933825666,huynh4323@mail-demo.invalid,ADDR-000416,Accountant,106836959,MEDIUM,2020-04-11T23:59:59Z
CUST-000417,Trinh Trang Lan,2003-02-10,SG,976368481878,+84957081034,trinh8941@example-sandbox.test,ADDR-000417,Marketing Specialist,170417600,LOW,2024-11-06T23:59:59Z
CUST-000418,Trinh Binh Khanh,1981-11-05,SG,912138173174,+84942798491,trinh9464@fictitious-mail.dev,ADDR-000418,Civil Servant,218248825,HIGH,2020-11-14T23:59:59Z
CUST-000419,Do Van Diep,1958-05-07,VN,981208482577,+84956073515,do2015@example-sandbox.test,ADDR-000419,Retired,97077262,MEDIUM,2020-05-16T23:59:59Z
CUST-000420,Ly Tam Em,1973-01-07,VN,990854780561,+84926567268,ly872@example-sandbox.test,ADDR-000420,Sales Associate,343663257,LOW,2025-08-02T23:59:59Z
CUST-000421,Phan Khoa Hieu,1960-01-16,SG,998813482402,+84961840367,phan6924@example-sandbox.test,ADDR-000421,Teacher,217498371,HIGH,2024-01-16T23:59:59Z
CUST-000422,Phan Thao Thao,2002-08-18,VN,924761342259,+84928603902,phan8628@example-sandbox.test,ADDR-000422,Student,66165762,LOW,2022-06-30T23:59:59Z
CUST-000423,Dang Phong Hieu,1956-09-19,VN,965169315940,+84926902822,dang6602@fictitious-mail.dev,ADDR-000423,Retired,143334410,LOW,2024-12-16T23:59:59Z
CUST-000424,Mai Trang Dung,1999-03-18,JP,940650616447,+84995854802,mai2536@example-sandbox.test,ADDR-000424,Marketing Specialist,397167141,LOW,2024-07-10T23:59:59Z
CUST-000425,Ly Binh Trang,1957-05-13,JP,935695484816,+84941531482,ly8958@example-sandbox.test,ADDR-000425,Retired,76349251,MEDIUM,2025-05-12T23:59:59Z
CUST-000426,Ly Tam Tam,1997-08-12,VN,963219752453,+84924406372,ly7602@example-sandbox.test,ADDR-000426,Consultant,416090158,MEDIUM,2025-02-10T23:59:59Z
CUST-000427,Duong Oanh Son,1955-09-28,KR,958149934058,+84980471776,duong6400@fictitious-mail.dev,ADDR-000427,Teacher,312064314,LOW,2024-10-13T23:59:59Z
CUST-000428,Ly Cuong Phuong,1993-10-23,KR,946616459823,+84927370722,ly5310@fictitious-mail.dev,ADDR-000428,Driver,196837840,LOW,2021-12-23T23:59:59Z
CUST-000429,Huynh Cuong Hoa,1959-05-04,VN,970442566647,+84960240663,huynh9938@fictitious-mail.dev,ADDR-000429,Consultant,448513257,LOW,2025-04-29T23:59:59Z
CUST-000430,Dang Nga Minh,2000-04-03,AU,996003469046,+84999745791,dang1577@mail-demo.invalid,ADDR-000430,Student,59469010,LOW,2023-03-29T23:59:59Z
CUST-000431,Ly Trang Yen,1977-03-26,VN,967719541788,+84993949256,ly6163@mail-demo.invalid,ADDR-000431,Driver,419948332,LOW,2022-03-16T23:59:59Z
CUST-000432,Huynh Tam Em,1989-09-20,KR,962880665233,+84993033115,huynh929@fictitious-mail.dev,ADDR-000432,Civil Servant,249599778,MEDIUM,2022-06-12T23:59:59Z
CUST-000433,Tran Phong Quynh,1959-10-23,VN,993392116568,+84992199318,tran1321@fictitious-mail.dev,ADDR-000433,Retired,422717988,MEDIUM,2021-02-26T23:59:59Z
CUST-000434,Phan Viet Kiet,1979-09-16,VN,966372465369,+84967288633,phan9004@mail-demo.invalid,ADDR-000434,Teacher,129714604,LOW,2021-11-06T23:59:59Z
CUST-000435,Vu Dung Em,2000-05-02,SG,993106188948,+84997940656,vu4002@example-sandbox.test,ADDR-000435,Student,36119423,LOW,2023-03-19T23:59:59Z
CUST-000436,Do Xuan Tam,1996-05-11,KR,925047183425,+84917247426,do5680@example-sandbox.test,ADDR-000436,Civil Servant,402847319,HIGH,2024-04-20T23:59:59Z
CUST-000437,Vu My Oanh,1962-01-09,VN,964066079795,+84950320729,vu1385@mail-demo.invalid,ADDR-000437,Sales Associate,367848918,HIGH,2025-07-21T23:59:59Z
CUST-000438,Do Binh Kiet,2003-05-26,AU,953067119440,+84993420414,do7112@example-sandbox.test,ADDR-000438,Factory Worker,300505823,MEDIUM,2020-08-30T23:59:59Z
CUST-000439,Ho Oanh Phong,1945-11-09,VN,944354610578,+84982853994,ho4847@example-sandbox.test,ADDR-000439,Retired,167319008,LOW,2024-02-06T23:59:59Z
CUST-000440,Huynh My Oanh,2005-01-12,JP,938160418704,+84964842825,huynh960@fictitious-mail.dev,ADDR-000440,Student,55302225,MEDIUM,2025-08-15T23:59:59Z
CUST-000441,Cao Dung Nga,1962-03-22,KR,973825663359,+84987831614,cao5200@mail-demo.invalid,ADDR-000441,Retail Manager,140670485,MEDIUM,2022-01-01T23:59:59Z
CUST-000442,Duong Hanh Trang,1959-06-19,SG,968759517416,+84919582229,duong6988@example-sandbox.test,ADDR-000442,Accountant,229544170,LOW,2024-05-05T23:59:59Z
CUST-000443,Hoang Hieu Binh,1961-06-17,KR,990674377113,+84956177977,hoang3521@example-sandbox.test,ADDR-000443,Consultant,233537270,LOW,2022-04-04T23:59:59Z
CUST-000444,Tran Kiet Phuong,1961-06-09,VN,990900042399,+84949334559,tran3999@example-sandbox.test,ADDR-000444,Retired,119192355,LOW,2022-10-03T23:59:59Z
CUST-000445,Trinh Em Bao,1960-08-26,US,988296237199,+84926814965,trinh8809@mail-demo.invalid,ADDR-000445,Retired,90917031,MEDIUM,2022-04-12T23:59:59Z
CUST-000446,Phan Linh Oanh,1955-07-09,KR,927613641012,+84914573558,phan7069@mail-demo.invalid,ADDR-000446,Civil Servant,184848016,LOW,2024-09-26T23:59:59Z
CUST-000447,Bui Hieu Kiet,1994-02-24,SG,974209413424,+84964878236,bui7369@fictitious-mail.dev,ADDR-000447,Consultant,144286805,LOW,2025-01-25T23:59:59Z
CUST-000448,Huynh Trang Hieu,1999-08-11,VN,981142402397,+84980490297,huynh9500@fictitious-mail.dev,ADDR-000448,Student,43954722,MEDIUM,2024-05-15T23:59:59Z
CUST-000449,Huynh Hanh Tam,1972-04-06,VN,928376570372,+84922881682,huynh3389@fictitious-mail.dev,ADDR-000449,Consultant,355641635,LOW,2022-12-11T23:59:59Z
CUST-000450,Dang Hanh Hanh,1983-08-09,VN,930892880235,+84947373355,dang1909@example-sandbox.test,ADDR-000450,Factory Worker,352071014,LOW,2020-09-08T23:59:59Z
CUST-000451,Trinh Tuan Minh,1990-11-02,VN,928236060639,+84988697675,trinh6164@mail-demo.invalid,ADDR-000451,Marketing Specialist,549701887,LOW,2021-12-19T23:59:59Z
CUST-000452,Ly Xuan Nhi,2000-12-09,AU,997532680001,+84988369591,ly3846@fictitious-mail.dev,ADDR-000452,Student,52062198,LOW,2025-06-15T23:59:59Z
CUST-000453,Pham Nga Hanh,2003-07-15,SG,924709684394,+84933648417,pham7615@example-sandbox.test,ADDR-000453,Marketing Specialist,254227635,LOW,2021-05-22T23:59:59Z
CUST-000454,Phan Hoa Dung,1990-05-22,SG,963305823039,+84969317732,phan6967@example-sandbox.test,ADDR-000454,Sales Associate,293512393,MEDIUM,2021-05-06T23:59:59Z
CUST-000455,Pham Nhi Nhi,1976-09-01,VN,964985944624,+84922113513,pham5461@example-sandbox.test,ADDR-000455,Factory Worker,444786072,MEDIUM,2024-12-12T23:59:59Z
CUST-000456,Bui Hoa Nam,1990-01-02,VN,925146440043,+84977310099,bui6520@example-sandbox.test,ADDR-000456,Software Engineer,233521806,LOW,2021-07-24T23:59:59Z
CUST-000457,Le Em Trang,2001-12-14,VN,986580347149,+84991184526,le2488@mail-demo.invalid,ADDR-000457,Civil Servant,509302862,MEDIUM,2021-09-23T23:59:59Z
CUST-000458,Pham Quang Dao,1985-07-03,VN,969987320001,+84985295643,pham4564@example-sandbox.test,ADDR-000458,Sales Associate,276357562,MEDIUM,2023-07-24T23:59:59Z
CUST-000459,Vu My Bao,1985-11-10,SG,923244109533,+84985280767,vu2774@mail-demo.invalid,ADDR-000459,Consultant,158491253,HIGH,2022-07-07T23:59:59Z
CUST-000460,Dang Van Khanh,2003-10-14,VN,985113510036,+84977084096,dang5129@fictitious-mail.dev,ADDR-000460,Student,61937470,LOW,2021-10-22T23:59:59Z
CUST-000461,Trinh Hanh Lan,1967-01-14,JP,996632591703,+84980409156,trinh7983@mail-demo.invalid,ADDR-000461,Civil Servant,181023212,MEDIUM,2023-03-21T23:59:59Z
CUST-000462,Huynh Khanh Tam,1951-12-12,KR,946956122473,+84973365536,huynh7584@mail-demo.invalid,ADDR-000462,Retired,142409660,MEDIUM,2021-03-03T23:59:59Z
CUST-000463,Phan Hai Viet,1984-01-20,JP,934027998973,+84918961986,phan5742@fictitious-mail.dev,ADDR-000463,Retail Manager,170849499,MEDIUM,2023-10-26T23:59:59Z
CUST-000464,Mai Khanh Hai,2001-03-09,AU,927619339390,+84980104308,mai9623@fictitious-mail.dev,ADDR-000464,Factory Worker,270316091,LOW,2024-06-16T23:59:59Z
CUST-000465,Tran Hung Trang,1983-08-11,VN,940568555688,+84985181407,tran6443@example-sandbox.test,ADDR-000465,Factory Worker,476934455,LOW,2023-04-15T23:59:59Z
CUST-000466,Duong Quynh Quang,1998-07-21,SG,910764557476,+84959081701,duong7637@fictitious-mail.dev,ADDR-000466,Student,399523010,MEDIUM,2024-12-30T23:59:59Z
CUST-000467,Vo Trang An,1993-11-09,JP,916005627031,+84943962179,vo4493@fictitious-mail.dev,ADDR-000467,Software Engineer,138000310,HIGH,2024-02-21T23:59:59Z
CUST-000468,Cao Khanh Linh,1947-02-02,JP,953217358824,+84923082934,cao8915@example-sandbox.test,ADDR-000468,Retired,171946232,HIGH,2023-04-27T23:59:59Z
CUST-000469,Ho Hoa Dung,1959-03-24,VN,931835479316,+84969511989,ho730@example-sandbox.test,ADDR-000469,Driver,389254556,LOW,2024-08-03T23:59:59Z
CUST-000470,Duong Giang Hanh,2000-03-11,AU,935814637665,+84995623611,duong6137@example-sandbox.test,ADDR-000470,Student,29799390,LOW,2021-07-31T23:59:59Z
CUST-000471,Hoang Dao Tuan,1981-05-07,VN,952860673554,+84944809916,hoang7203@example-sandbox.test,ADDR-000471,Teacher,221063422,LOW,2024-05-28T23:59:59Z
CUST-000472,Dang Nam Van,1999-12-26,VN,979109277222,+84938282626,dang4231@mail-demo.invalid,ADDR-000472,Retired,416144011,LOW,2022-11-06T23:59:59Z
CUST-000473,Huynh Hoa Phuong,2003-03-12,VN,970828529367,+84983387315,huynh3051@mail-demo.invalid,ADDR-000473,Student,30724824,LOW,2022-01-15T23:59:59Z
CUST-000474,Trinh Hai Hoa,2002-07-19,VN,979423962888,+84932331780,trinh4925@fictitious-mail.dev,ADDR-000474,Student,62754563,HIGH,2020-04-28T23:59:59Z
CUST-000475,Nguyen Khanh Minh,1966-02-06,VN,939453864369,+84968592599,nguyen1478@fictitious-mail.dev,ADDR-000475,Nurse,265102171,LOW,2023-12-25T23:59:59Z
CUST-000476,Pham Cuong Hung,1975-07-25,SG,952511677749,+84966987832,pham9781@example-sandbox.test,ADDR-000476,Retail Manager,191686370,LOW,2021-05-24T23:59:59Z
CUST-000477,Ly Minh Chi,1968-02-11,US,934283938108,+84967138006,ly2470@example-sandbox.test,ADDR-000477,Sales Associate,353753934,LOW,2023-12-24T23:59:59Z
CUST-000478,Pham Diep An,1965-10-17,US,973077172405,+84911555403,pham7965@fictitious-mail.dev,ADDR-000478,Marketing Specialist,169116497,MEDIUM,2023-11-19T23:59:59Z
CUST-000479,Do Hanh Linh,1982-07-28,VN,910645908204,+84955246901,do9670@example-sandbox.test,ADDR-000479,Nurse,507812934,MEDIUM,2022-09-10T23:59:59Z
CUST-000480,Dang Binh Viet,1972-06-14,VN,954868536154,+84949954382,dang584@fictitious-mail.dev,ADDR-000480,Teacher,277431856,LOW,2024-09-01T23:59:59Z
CUST-000481,Cao Phong Uy,1991-02-11,SG,927344312230,+84991786040,cao1657@example-sandbox.test,ADDR-000481,Retail Manager,141818962,HIGH,2023-02-07T23:59:59Z
CUST-000482,Mai Quang Thao,1994-04-23,VN,988916744376,+84973474033,mai3526@example-sandbox.test,ADDR-000482,Sales Associate,409458046,MEDIUM,2022-10-16T23:59:59Z
CUST-000483,Hoang Son Son,1984-06-04,VN,910965615040,+84953568260,hoang3622@mail-demo.invalid,ADDR-000483,Driver,460836076,LOW,2022-04-25T23:59:59Z
CUST-000484,Hoang Oanh Quynh,2006-11-13,VN,916025573812,+84998677450,hoang9361@mail-demo.invalid,ADDR-000484,Student,35409406,LOW,2021-10-05T23:59:59Z
CUST-000485,Mai Lan Nhi,1977-07-25,VN,984233732344,+84975868272,mai3846@example-sandbox.test,ADDR-000485,Retail Manager,331676331,LOW,2022-07-04T23:59:59Z
CUST-000486,Cao Son Tuan,2004-02-22,SG,985171826170,+84981472067,cao6426@mail-demo.invalid,ADDR-000486,Consultant,438376670,MEDIUM,2023-08-21T23:59:59Z
CUST-000487,Pham Cuong Hieu,1996-07-07,VN,942722823127,+84928598824,pham9990@fictitious-mail.dev,ADDR-000487,Retail Manager,344556771,HIGH,2023-04-30T23:59:59Z
CUST-000488,Duong Bao Phong,1960-04-11,VN,919848282364,+84914145953,duong3392@fictitious-mail.dev,ADDR-000488,Retired,155669392,LOW,2020-06-01T23:59:59Z
CUST-000489,Le An Chi,1998-09-16,US,986089540022,+84926237925,le9945@fictitious-mail.dev,ADDR-000489,Retail Manager,338155727,MEDIUM,2021-11-16T23:59:59Z
CUST-000490,Pham Hai Khanh,1971-10-25,VN,934575778034,+84959186033,pham6765@fictitious-mail.dev,ADDR-000490,Student,543041226,LOW,2021-06-03T23:59:59Z
CUST-000491,Duong Van My,1999-05-20,VN,930449725445,+84929867441,duong8549@example-sandbox.test,ADDR-000491,Software Engineer,425066798,LOW,2024-03-23T23:59:59Z
CUST-000492,Dang Cuong Quang,1995-04-19,VN,987946627105,+84911619567,dang4251@example-sandbox.test,ADDR-000492,Civil Servant,135034909,LOW,2024-05-24T23:59:59Z
CUST-000493,Huynh Uy Phuong,1966-01-22,VN,941535226138,+84951514655,huynh3383@mail-demo.invalid,ADDR-000493,Accountant,323942427,LOW,2022-12-16T23:59:59Z
CUST-000494,Trinh Em Son,1990-12-18,VN,970369952081,+84986061476,trinh8568@mail-demo.invalid,ADDR-000494,Nurse,387093799,LOW,2020-04-12T23:59:59Z
CUST-000495,Trinh Thao Dung,1968-10-25,AU,972179454039,+84923189607,trinh8798@mail-demo.invalid,ADDR-000495,Student,250964608,MEDIUM,2024-05-24T23:59:59Z
CUST-000496,Ngo Hanh My,2004-10-26,AU,973374574817,+84910066454,ngo4125@example-sandbox.test,ADDR-000496,Driver,224581790,LOW,2022-01-25T23:59:59Z
CUST-000497,Duong Hanh Linh,1986-09-16,JP,932175478265,+84918799243,duong7079@fictitious-mail.dev,ADDR-000497,Sales Associate,291373245,LOW,2025-08-20T23:59:59Z
CUST-000498,Trinh Phuong Hai,1998-04-19,VN,932865398414,+84935756927,trinh6492@mail-demo.invalid,ADDR-000498,Consultant,447237151,LOW,2023-12-28T23:59:59Z
CUST-000499,Dang Van Yen,2002-05-14,AU,911791532400,+84964234848,dang907@example-sandbox.test,ADDR-000499,Student,361435078,LOW,2023-11-27T23:59:59Z
CUST-000500,Ho Tuan Xuan,1990-04-20,KR,924061564107,+84919989411,ho3984@mail-demo.invalid,ADDR-001527,Student,207080053,MEDIUM,2021-07-12T23:59:59Z
CUST-000501,Bui Son Viet,1978-02-16,VN,953267452285,+84965536259,bui2487@mail-demo.invalid,ADDR-000501,Driver,272597683,LOW,2023-03-20T23:59:59Z
CUST-000502,Bui Bao My,2002-03-11,JP,971107430097,+84958614170,bui5457@mail-demo.invalid,ADDR-000502,Marketing Specialist,235326754,HIGH,2020-09-17T23:59:59Z
CUST-000503,Do Binh Dao,1982-06-26,KR,950767870257,+84987150426,do5469@fictitious-mail.dev,ADDR-000503,Teacher,390696518,MEDIUM,2025-06-29T23:59:59Z
CUST-000504,Duong Khanh Van,1959-10-11,JP,961631878623,+84987140007,duong4814@mail-demo.invalid,ADDR-000504,Driver,467806376,MEDIUM,2024-08-26T23:59:59Z
CUST-000505,Hoang Minh Khanh,2002-01-18,AU,983561294473,+84956777508,hoang1135@example-sandbox.test,ADDR-000505,Student,30771049,MEDIUM,2024-08-27T23:59:59Z
CUST-000506,Ho Binh My,1951-08-15,US,936622946366,+84961070501,ho9671@mail-demo.invalid,ADDR-000506,Retired,66605430,LOW,2023-07-16T23:59:59Z
CUST-000507,Trinh Bao Phuong,1971-08-01,VN,963343553745,+84923430634,trinh5812@example-sandbox.test,ADDR-000507,Sales Associate,180125436,MEDIUM,2022-10-27T23:59:59Z
CUST-000508,Huynh Dao An,1963-03-23,JP,917568968643,+84918211636,huynh9769@mail-demo.invalid,ADDR-000508,Consultant,203622108,MEDIUM,2022-10-06T23:59:59Z
CUST-000509,Nguyen Quynh Nam,1957-05-20,SG,953060612106,+84913824787,nguyen7709@mail-demo.invalid,ADDR-000509,Retired,110087924,MEDIUM,2022-03-02T23:59:59Z
CUST-000510,Pham Phuong Oanh,1981-08-05,AU,999375800347,+84910096855,pham5103@example-sandbox.test,ADDR-000510,Retired,408153221,MEDIUM,2020-11-14T23:59:59Z
CUST-000511,Hoang Khanh Nga,1997-02-23,US,925526369280,+84943524742,hoang3707@example-sandbox.test,ADDR-000511,Accountant,498994539,MEDIUM,2025-03-18T23:59:59Z
CUST-000512,Hoang Hieu Chi,1957-04-06,VN,996513330674,+84914578708,hoang3897@mail-demo.invalid,ADDR-000512,Retired,66444924,LOW,2022-02-16T23:59:59Z
CUST-000513,Vo Viet My,1953-09-11,SG,945159974103,+84955765962,vo7985@fictitious-mail.dev,ADDR-000513,Retired,163147807,LOW,2021-12-30T23:59:59Z
CUST-000514,Pham Hanh Xuan,2000-06-10,JP,984887754601,+84921135674,pham8270@mail-demo.invalid,ADDR-000514,Freelancer,187806392,MEDIUM,2024-01-06T23:59:59Z
CUST-000515,Do Viet Nga,1999-03-12,VN,996610745044,+84995135998,do3708@fictitious-mail.dev,ADDR-000515,Accountant,405008700,LOW,2020-05-12T23:59:59Z
CUST-000516,Dang An Em,1962-04-24,AU,914581934705,+84965079671,dang2299@mail-demo.invalid,ADDR-000516,Retired,101822962,LOW,2021-12-04T23:59:59Z
CUST-000517,Ho Hanh Hieu,1998-08-05,VN,956216358939,+84911445395,ho1922@fictitious-mail.dev,ADDR-000517,Sales Associate,230504725,LOW,2024-10-27T23:59:59Z
CUST-000518,Vo Hanh Oanh,1982-12-23,JP,951912264562,+84940149786,vo8567@mail-demo.invalid,ADDR-000518,Teacher,210439129,HIGH,2022-05-23T23:59:59Z
CUST-000519,Vo Yen Giang,1999-04-19,JP,988260266118,+84968219225,vo4355@mail-demo.invalid,ADDR-000519,Student,56584625,HIGH,2021-09-03T23:59:59Z
CUST-000520,Mai Kiet Hoa,1998-08-28,JP,916540227566,+84963511633,mai7075@fictitious-mail.dev,ADDR-000520,Student,67425372,MEDIUM,2023-09-22T23:59:59Z
CUST-000521,Do Yen Phong,1972-06-15,VN,936459541652,+84984957616,do8967@fictitious-mail.dev,ADDR-000521,Student,145661953,MEDIUM,2023-03-04T23:59:59Z
CUST-000522,Ho Tuan Nhi,1986-07-07,VN,959329591901,+84955231541,ho7173@example-sandbox.test,ADDR-000522,Factory Worker,219961147,LOW,2022-02-01T23:59:59Z
CUST-000523,Cao Em Minh,1960-10-22,US,948019947359,+84929564306,cao5574@fictitious-mail.dev,ADDR-000523,Student,482072541,LOW,2025-03-01T23:59:59Z
CUST-000524,Hoang Son Binh,1986-04-08,JP,928107445092,+84911666763,hoang4863@mail-demo.invalid,ADDR-000524,Software Engineer,237561395,MEDIUM,2024-05-31T23:59:59Z
CUST-000525,Ngo Bao Bao,1970-06-03,VN,943081705641,+84982246104,ngo9486@mail-demo.invalid,ADDR-000525,Teacher,410108457,HIGH,2023-11-17T23:59:59Z
CUST-000526,Tran Oanh Nhi,1983-07-03,VN,983109428019,+84970192392,tran9159@fictitious-mail.dev,ADDR-000526,Software Engineer,417324493,HIGH,2022-11-19T23:59:59Z
CUST-000527,Phan My Thao,1989-06-08,AU,928928530782,+84982425578,phan9616@example-sandbox.test,ADDR-000527,Consultant,283563665,LOW,2021-10-06T23:59:59Z
CUST-000528,Nguyen Quynh Hanh,1976-07-19,US,969291653941,+84961175972,nguyen7773@mail-demo.invalid,ADDR-000528,Consultant,150552531,LOW,2025-03-04T23:59:59Z
CUST-000529,Le Van My,2003-05-01,AU,916687815498,+84960082940,le1565@mail-demo.invalid,ADDR-000529,Software Engineer,401249101,HIGH,2025-02-22T23:59:59Z
CUST-000530,Pham Khanh Kiet,1963-08-23,VN,929358829482,+84969741176,pham498@fictitious-mail.dev,ADDR-000530,Retired,179646617,LOW,2024-09-05T23:59:59Z
CUST-000531,Bui Oanh Xuan,1979-02-22,KR,953230836922,+84943047380,bui5992@mail-demo.invalid,ADDR-000531,Nurse,360483583,HIGH,2021-04-11T23:59:59Z
CUST-000532,Bui Uy Dao,1962-09-21,VN,954163265610,+84928183236,bui7339@mail-demo.invalid,ADDR-000532,Retired,112906603,LOW,2022-09-30T23:59:59Z
CUST-000533,Tran Uy Chi,1967-05-19,AU,933806089043,+84996024494,tran5139@fictitious-mail.dev,ADDR-000533,Software Engineer,167882175,LOW,2020-05-12T23:59:59Z
CUST-000534,Tran Nam Hai,1950-12-11,VN,938836558912,+84976474713,tran3388@fictitious-mail.dev,ADDR-000534,Retired,89738238,LOW,2020-09-01T23:59:59Z
CUST-000535,Do Diep Chi,1964-04-20,VN,951344173015,+84937498028,do4467@example-sandbox.test,ADDR-000535,Civil Servant,441452337,LOW,2024-11-16T23:59:59Z
CUST-000536,Vu Em Hanh,1962-02-06,KR,932880916705,+84944426734,vu6525@example-sandbox.test,ADDR-000536,Retail Manager,382281203,LOW,2024-10-12T23:59:59Z
CUST-000537,Ly Hai Hanh,1998-03-03,VN,966872891113,+84992586963,ly6077@example-sandbox.test,ADDR-000537,Student,50042524,MEDIUM,2020-12-31T23:59:59Z
CUST-000538,Huynh Yen Oanh,1967-01-13,US,979972772240,+84918542875,huynh3691@mail-demo.invalid,ADDR-000538,Marketing Specialist,445817439,LOW,2020-08-13T23:59:59Z
CUST-000539,Pham Em Hoa,1988-10-24,VN,958626143366,+84915157990,pham2351@mail-demo.invalid,ADDR-000539,Marketing Specialist,129374737,LOW,2022-09-04T23:59:59Z
CUST-000540,Ho Tam Nhi,1979-12-08,JP,946990871857,+84956324745,ho7455@example-sandbox.test,ADDR-000540,Accountant,588681957,MEDIUM,2023-02-25T23:59:59Z
CUST-000541,Tran Oanh Hoa,1962-07-05,SG,967577439758,+84966066184,tran7547@fictitious-mail.dev,ADDR-000541,Retired,90465492,LOW,2020-11-23T23:59:59Z
CUST-000542,Cao Bao Oanh,1990-06-21,VN,962456641853,+84928969191,cao7705@mail-demo.invalid,ADDR-000542,Retail Manager,339155049,LOW,2020-11-01T23:59:59Z
CUST-000543,Phan Cuong Dao,2000-10-25,VN,964293704388,+84987184473,phan3241@mail-demo.invalid,ADDR-000543,Student,69676317,LOW,2024-02-21T23:59:59Z
CUST-000544,Nguyen An Dung,1976-06-12,VN,930373539474,+84938589967,nguyen5040@mail-demo.invalid,ADDR-000544,Student,148289913,MEDIUM,2020-11-21T23:59:59Z
CUST-000545,Doan Nhi Hoa,1965-11-16,VN,943945925205,+84925214980,doan2403@example-sandbox.test,ADDR-000545,Teacher,396525188,MEDIUM,2022-07-10T23:59:59Z
CUST-000546,Nguyen Quynh Dao,1955-06-03,VN,992183956106,+84950279349,nguyen6450@mail-demo.invalid,ADDR-000546,Retired,178982768,LOW,2025-03-12T23:59:59Z
CUST-000547,Phan Trang Son,1988-01-16,SG,935365289400,+84916980807,phan3913@fictitious-mail.dev,ADDR-000547,Sales Associate,591733523,LOW,2020-08-08T23:59:59Z
CUST-000548,Nguyen Thao Cuong,1967-07-13,VN,954560895411,+84959230243,nguyen8399@example-sandbox.test,ADDR-000548,Freelancer,372394272,MEDIUM,2020-08-07T23:59:59Z
CUST-000549,Hoang Hai Phong,1959-02-05,AU,943507002928,+84921728894,hoang1236@mail-demo.invalid,ADDR-000549,Civil Servant,320461313,LOW,2024-09-05T23:59:59Z
CUST-000550,Le Linh Giang,2000-01-14,VN,915197851203,+84920658492,le6339@example-sandbox.test,ADDR-000550,Marketing Specialist,169169822,LOW,2020-05-03T23:59:59Z
CUST-000551,Huynh Minh Quang,1964-10-07,VN,936095275382,+84935105164,huynh5266@mail-demo.invalid,ADDR-000551,Accountant,390983194,LOW,2020-09-30T23:59:59Z
CUST-000552,Le Dung Em,1986-10-25,US,973205209939,+84911610470,le1446@example-sandbox.test,ADDR-001012,Driver,152429136,MEDIUM,2023-09-29T23:59:59Z
CUST-000553,Doan Minh Nga,1992-12-12,US,954932402595,+84964122182,doan7597@example-sandbox.test,ADDR-000553,Retired,122924109,LOW,2024-09-18T23:59:59Z
CUST-000554,Huynh Khanh Hieu,1951-07-16,VN,954113136992,+84936542426,huynh356@example-sandbox.test,ADDR-000554,Retired,62199743,LOW,2025-02-20T23:59:59Z
CUST-000555,Bui Phuong Kiet,1973-09-16,VN,976212699362,+84911740480,bui5047@fictitious-mail.dev,ADDR-000555,Accountant,226246493,LOW,2024-11-17T23:59:59Z
CUST-000556,Nguyen My Bao,1981-06-23,VN,956826113208,+84995076782,nguyen7802@example-sandbox.test,ADDR-000556,Retail Manager,212450825,LOW,2024-04-16T23:59:59Z
CUST-000557,Ly Binh Tuan,1948-03-20,SG,979068690523,+84975892915,ly7581@fictitious-mail.dev,ADDR-000557,Retired,160689109,MEDIUM,2023-07-09T23:59:59Z
CUST-000558,Nguyen Tuan Yen,1994-03-26,VN,957058529132,+84975055025,nguyen5148@fictitious-mail.dev,ADDR-000558,Retail Manager,421655903,LOW,2022-12-19T23:59:59Z
CUST-000559,Phan Khanh Tam,1956-11-25,US,957582695727,+84972403120,phan2419@example-sandbox.test,ADDR-000559,Marketing Specialist,469843858,LOW,2025-07-05T23:59:59Z
